物品名称,物品ID
精·加持的秘技之境魔杖:冰魄剑],690192
精·加持的秘技之境魔杖:冰魄旋枪],690193
精·加持的秘技之境魔杖:旋冰穿刺],690194
精·加持的疾风之影魔杖:极冰绽放],690195
精·加持的秘技之境魔杖:冰魄锤击],690196
精·加持的秘技之境魔杖:冰魄之弓],690197
精·加持的禁锢之限魔杖:地炎],690198
精·加持的秘技之境魔杖:旋炎破],690199
精·加持的疾风之影魔杖:冰晶坠],690200
精·加持的秘技之境魔杖:冰晶之浴],690201
精·加持的秘技之境魔杖:暗域扩张],690202
精·加持的禁锢之限魔杖:黑暗禁域],690203
精·加持的禁锢之限魔杖:雷光链],690204
精·加持的禁锢之限魔杖:雷光屏障],690205
精·加持的秘技之境魔杖:冰魄剑],690206
精·加持的秘技之境魔杖:冰魄旋枪],690207
精·加持的秘技之境魔杖:旋冰穿刺],690208
精·加持的疾风之影魔杖:极冰绽放],690209
精·加持的秘技之境魔杖:冰魄锤击],690210
精·加持的秘技之境魔杖:冰魄之弓],690211
裂魂之异次元魔杖-元素师,695000
元素增幅魔杖,695001
冥焰穿刺者魔杖,695002
灼眼冰晶魔杖,695003
裂魂之异次元魔杖-召唤师,695004
自由引领者魔杖,695005
宽恕之契约魔杖,695006
泯灭之信任魔杖,695007
裂魂之异次元魔杖-元素爆破师,695008
裂魂之异次元魔杖-冰结师,695009
闪电风暴魔杖,695010
冰殒风暴魔杖,695011
终结之元素魔杖,695012
冰花之狱魔杖,695013
冰剑怒击魔杖,695014
终结之冰魔杖,695015
秘技之境长棍:炫纹:光属性],700000
禁锢之限长棍:炫纹:光属性],700001
禁锢之限长棍:炫纹:火属性],700002
残忍之弑长棍:强袭流星打],700003
神之怒击长棍:强袭流星打],700004
残忍之弑长棍:煌龙偃月],700005
神之怒击长棍:煌龙偃月],700006
禁锢之限长棍:煌龙偃月],700007
加持的秘技之境长棍:炫纹:光属性],700008
加持的禁锢之限长棍:炫纹:光属性],700009
加持的禁锢之限长棍:炫纹:火属性],700010
加持的残忍之弑长棍:强袭流星打],700011
加持的神之怒击长棍:强袭流星打],700012
加持的残忍之弑长棍:煌龙偃月],700013
加持的神之怒击长棍:煌龙偃月],700014
加持的禁锢之限长棍:煌龙偃月],700015
神之怒击长棍:落花掌],700016
残忍之弑长棍:碎霸],700017
神之怒击长棍:碎霸],700018
禁锢之限长棍:炫纹:暗属性],700019
禁锢之限长棍:炫纹:冰属性],700020
加持的神之怒击长棍:落花掌],700021
加持的残忍之弑长棍:碎霸],700022
加持的神之怒击长棍:碎霸],700023
加持的禁锢之限长棍:炫纹:暗属性],700024
加持的禁锢之限长棍:炫纹:冰属性],700025
暴动的刺客之棍,700026
死亡裁决之棍,700027
星空追击者之棍,700028
毁灭陷阱之棍,700029
精·加持的秘技之境长棍:炫纹:光属性],700030
精·加持的禁锢之限长棍:炫纹:光属性],700031
精·加持的禁锢之限长棍:炫纹:火属性],700032
精·加持的残忍之弑长棍:强袭流星打],700033
精·加持的神之怒击长棍:强袭流星打],700034
精·加持的残忍之弑长棍:煌龙偃月],700035
精·加持的神之怒击长棍:煌龙偃月],700036
精·加持的禁锢之限长棍:煌龙偃月],700037
精·加持的神之怒击长棍:落花掌],700038
精·加持的残忍之弑长棍:碎霸],700039
精·加持的神之怒击长棍:碎霸],700040
精·加持的禁锢之限长棍:炫纹:暗属性],700041
精·加持的禁锢之限长棍:炫纹:冰属性],700042
精·加持的秘技之境长棍:炫纹:光属性],700043
精·加持的禁锢之限长棍:炫纹:光属性],700044
精·加持的禁锢之限长棍:炫纹:火属性],700045
精·加持的残忍之弑长棍:强袭流星打],700046
精·加持的神之怒击长棍:强袭流星打],700047
精·加持的残忍之弑长棍:煌龙偃月],700048
精·加持的神之怒击长棍:煌龙偃月],700049
精·加持的禁锢之限长棍:煌龙偃月],700050
精·加持的神之怒击长棍:落花掌],700051
精·加持的残忍之弑长棍:碎霸],700052
精·加持的神之怒击长棍:碎霸],700053
精·加持的禁锢之限长棍:炫纹:暗属性],700054
精·加持的禁锢之限长棍:炫纹:冰属性],700055
精·暴动的刺客之棍,700056
精·死亡裁决之棍,700057
精·星空追击者之棍,700058
精·毁灭陷阱之棍,700059
裂魂之异次元长棍-战斗法师,705000
血之尖啸长棍,705001
瞬影暗杀者长棍,705002
永恒的战斗长棍,705003
残忍之弑法杖:杰克降临],710000
禁锢之限法杖:杰克降临],710001
神之怒击法杖:杰克降临],710002
残忍之弑法杖:天雷],710003
神之怒击法杖:天雷],710004
残忍之弑法杖:极冰盛宴],710005
禁锢之限法杖:极冰盛宴],710006
神之怒击法杖:极冰盛宴],710007
残忍之弑法杖:湮灭黑洞],710008
禁锢之限法杖:湮灭黑洞],710009
神之怒击法杖:湮灭黑洞],710010
敏捷之灵法杖:契约召唤:路易丝],710011
神之怒击法杖:契约召唤:路易丝],710012
敏捷之灵法杖:精灵召唤:伊伽贝拉],710013
神之怒击法杖:精灵召唤:伊伽贝拉],710014
敏捷之灵法杖:精灵召唤:极光格雷林],710015
神之怒击法杖:精灵召唤:极光格雷林],710016
敏捷之灵法杖:契约召唤:袄索],710017
敏捷之灵法杖:契约召唤:桑德尔],710018
加持的残忍之弑法杖:杰克降临],710019
加持的禁锢之限法杖:杰克降临],710020
加持的神之怒击法杖:杰克降临],710021
加持的残忍之弑法杖:天雷],710022
加持的神之怒击法杖:天雷],710023
加持的残忍之弑法杖:极冰盛宴],710024
加持的禁锢之限法杖:极冰盛宴],710025
加持的神之怒击法杖:极冰盛宴],710026
加持的残忍之弑法杖:湮灭黑洞],710027
加持的禁锢之限法杖:湮灭黑洞],710028
加持的神之怒击法杖:湮灭黑洞],710029
加持的敏捷之灵法杖:契约召唤:路易丝],710030
加持的神之怒击法杖:契约召唤:路易丝],710031
加持的敏捷之灵法杖:精灵召唤:伊伽贝拉],710032
加持的神之怒击法杖:精灵召唤:伊伽贝拉],710033
加持的敏捷之灵法杖:精灵召唤:极光格雷林],710034
加持的神之怒击法杖:精灵召唤:极光格雷林],710035
加持的敏捷之灵法杖:契约召唤:袄索],710036
加持的敏捷之灵法杖:契约召唤:桑德尔],710037
禁锢之限法杖:烈焰冲击],710038
禁锢之限法杖:雷旋],710039
时光之源法杖:冰墙],710040
禁锢之限法杖:虚无之球],710041
加持的禁锢之限法杖:烈焰冲击],710042
加持的禁锢之限法杖:雷旋],710043
加持的时光之源法杖:冰墙],710044
加持的禁锢之限法杖:虚无之球],710045
野蛮之诺法杖,710046
元素灾难法杖,710047
无尽之阿斯兰法杖,710048
和谐精灵法杖,710049
无限之契约法杖,710050
禁止的牺牲法杖,710051
元素践踏法杖,710052
精·加持的残忍之弑法杖:杰克降临],710053
精·加持的禁锢之限法杖:杰克降临],710054
精·加持的神之怒击法杖:杰克降临],710055
精·加持的残忍之弑法杖:天雷],710056
精·加持的神之怒击法杖:天雷],710057
精·加持的残忍之弑法杖:极冰盛宴],710058
精·加持的禁锢之限法杖:极冰盛宴],710059
精·加持的神之怒击法杖:极冰盛宴],710060
精·加持的残忍之弑法杖:湮灭黑洞],710061
精·加持的禁锢之限法杖:湮灭黑洞],710062
精·加持的神之怒击法杖:湮灭黑洞],710063
精·加持的敏捷之灵法杖:契约召唤:路易丝],710064
精·加持的神之怒击法杖:契约召唤:路易丝],710065
精·加持的敏捷之灵法杖:精灵召唤:伊伽贝拉],710066
精·加持的神之怒击法杖:精灵召唤:伊伽贝拉],710067
精·加持的敏捷之灵法杖:精灵召唤:极光格雷林],710068
精·加持的神之怒击法杖:精灵召唤:极光格雷林],710069
精·加持的敏捷之灵法杖:契约召唤:袄索],710070
精·加持的敏捷之灵法杖:契约召唤:桑德尔],710071
精·加持的禁锢之限法杖:烈焰冲击],710072
精·加持的禁锢之限法杖:雷旋],710073
精·加持的时光之源法杖:冰墙],710074
精·加持的禁锢之限法杖:虚无之球],710075
精·加持的残忍之弑法杖:杰克降临],710076
精·加持的禁锢之限法杖:杰克降临],710077
精·加持的神之怒击法杖:杰克降临],710078
精·加持的残忍之弑法杖:天雷],710079
精·加持的神之怒击法杖:天雷],710080
精·加持的残忍之弑法杖:极冰盛宴],710081
精·加持的禁锢之限法杖:极冰盛宴],710082
精·加持的神之怒击法杖:极冰盛宴],710083
精·加持的残忍之弑法杖:湮灭黑洞],710084
精·加持的禁锢之限法杖:湮灭黑洞],710085
精·加持的神之怒击法杖:湮灭黑洞],710086
精·加持的敏捷之灵法杖:契约召唤:路易丝],710087
精·加持的神之怒击法杖:契约召唤:路易丝],710088
精·加持的敏捷之灵法杖:精灵召唤:伊伽贝拉],710089
精·加持的神之怒击法杖:精灵召唤:伊伽贝拉],710090
精·加持的敏捷之灵法杖:精灵召唤:极光格雷林],710091
精·加持的神之怒击法杖:精灵召唤:极光格雷林],710092
精·加持的敏捷之灵法杖:契约召唤:袄索],710093
精·加持的敏捷之灵法杖:契约召唤:桑德尔],710094
精·加持的禁锢之限法杖:烈焰冲击],710095
精·加持的禁锢之限法杖:雷旋],710096
精·加持的时光之源法杖:冰墙],710097
精·加持的禁锢之限法杖:虚无之球],710098
精·野蛮之诺法杖,710099
精·元素灾难法杖,710100
精·无尽之阿斯兰法杖,710101
精·和谐精灵法杖,710102
精·无限之契约法杖,710103
精·禁止的牺牲法杖,710104
精·元素践踏法杖,710105
精·阿斯兰的正义法杖,710106
精·元素爆破之魔云法杖,710107
精·止月之殇法杖,710108
精·冰天雪隐法杖,710109
精·寒月摄魂法杖,710110
精·寒月魔神魔杖,710111
精·加持的神之怒击法杖:地炎],710112
精·加持的神之怒击法杖:旋炎破],710113
精·加持的神之怒击法杖:冰晶坠],710114
精·加持的神之怒击法杖:冰晶之浴],710115
精·加持的神之怒击法杖:暗域扩张],710116
精·加持的神之怒击法杖:黑暗禁域],710117
精·加持的神之怒击法杖:雷光链],710118
精·加持的神之怒击法杖:雷光屏障],710119
精·加持的神之怒击法杖:冰魄剑],710120
精·加持的神之怒击法杖:冰魄旋枪],710121
精·加持的神之怒击法杖:旋冰穿刺],710122
精·加持的神之怒击法杖:极冰绽放],710123
精·加持的神之怒击法杖:冰魄锤击],710124
精·加持的神之怒击法杖:冰魄之弓],710125
精·加持的神之怒击法杖:地炎],710126
精·加持的神之怒击法杖:旋炎破],710127
精·加持的神之怒击法杖:冰晶坠],710128
精·加持的神之怒击法杖:冰晶之浴],710129
精·加持的神之怒击法杖:暗域扩张],710130
精·加持的神之怒击法杖:黑暗禁域],710131
精·加持的神之怒击法杖:雷光链],710132
精·加持的神之怒击法杖:雷光屏障],710133
精·加持的神之怒击法杖:冰魄剑],710134
精·加持的神之怒击法杖:冰魄旋枪],710135
精·加持的神之怒击法杖:旋冰穿刺],710136
精·加持的神之怒击法杖:极冰绽放],710137
精·加持的神之怒击法杖:冰魄锤击],710138
精·加持的神之怒击法杖:冰魄之弓],710139
精·加持的残忍之弑法杖:地炎],710140
精·加持的残忍之弑法杖:旋炎破],710141
精·加持的残忍之弑法杖:冰晶坠],710142
精·加持的残忍之弑法杖:冰晶之浴],710143
精·加持的残忍之弑法杖:暗域扩张],710144
精·加持的残忍之弑法杖:黑暗禁域],710145
精·加持的残忍之弑法杖:雷光链],710146
精·加持的残忍之弑法杖:雷光屏障],710147
精·加持的残忍之弑法杖:冰魄剑],710148
精·加持的残忍之弑法杖:冰魄旋枪],710149
精·加持的残忍之弑法杖:旋冰穿刺],710150
精·加持的残忍之弑法杖:极冰绽放],710151
精·加持的残忍之弑法杖:冰魄锤击],710152
精·加持的残忍之弑法杖:冰魄之弓],710153
精·加持的残忍之弑法杖:地炎],710154
精·加持的残忍之弑法杖:旋炎破],710155
精·加持的残忍之弑法杖:冰晶坠],710156
精·加持的残忍之弑法杖:冰晶之浴],710157
精·加持的残忍之弑法杖:暗域扩张],710158
精·加持的残忍之弑法杖:黑暗禁域],710159
精·加持的残忍之弑法杖:雷光链],710160
精·加持的残忍之弑法杖:雷光屏障],710161
精·加持的残忍之弑法杖:冰魄剑],710162
精·加持的残忍之弑法杖:冰魄旋枪],710163
精·加持的残忍之弑法杖:旋冰穿刺],710164
精·加持的残忍之弑法杖:极冰绽放],710165
精·加持的残忍之弑法杖:冰魄锤击],710166
精·加持的残忍之弑法杖:冰魄之弓],710167
精·加持的禁锢之限法杖:地炎],710168
精·加持的秘技之境法杖:旋炎破],710169
精·加持的疾风之影法杖:冰晶坠],710170
精·加持的秘技之境法杖:冰晶之浴],710171
精·加持的秘技之境法杖:暗域扩张],710172
精·加持的禁锢之限法杖:黑暗禁域],710173
精·加持的禁锢之限法杖:雷光链],710174
精·加持的禁锢之限法杖:雷光屏障],710175
精·加持的秘技之境法杖:冰魄剑],710176
精·加持的秘技之境法杖:冰魄旋枪],710177
精·加持的秘技之境法杖:旋冰穿刺],710178
精·加持的疾风之影法杖:极冰绽放],710179
精·加持的秘技之境法杖:冰魄锤击],710180
精·加持的秘技之境法杖:冰魄之弓],710181
精·加持的禁锢之限法杖:地炎],710182
精·加持的秘技之境法杖:旋炎破],710183
精·加持的疾风之影法杖:冰晶坠],710184
精·加持的秘技之境法杖:冰晶之浴],710185
精·加持的秘技之境法杖:暗域扩张],710186
精·加持的禁锢之限法杖:黑暗禁域],710187
精·加持的禁锢之限法杖:雷光链],710188
精·加持的禁锢之限法杖:雷光屏障],710189
精·加持的秘技之境法杖:冰魄剑],710190
精·加持的秘技之境法杖:冰魄旋枪],710191
精·加持的秘技之境法杖:旋冰穿刺],710192
精·加持的疾风之影法杖:极冰绽放],710193
精·加持的秘技之境法杖:冰魄锤击],710194
精·加持的秘技之境法杖:冰魄之弓],710195
裂魂之异次元法杖-元素师,715000
元素增幅法杖,715001
冥焰穿刺者法杖,715002
灼眼冰晶法杖,715003
裂魂之异次元法杖-召唤师,715004
自由引领者法杖,715005
宽恕之契约法杖,715006
泯灭之信任法杖,715007
裂魂之异次元法杖-元素爆破师,715008
裂魂之异次元法杖-冰结师,715009
闪电风暴法杖,715010
冰殒风暴法杖,715011
终结之元素法杖,715012
冰花之狱法杖,715013
冰剑怒击法杖,715014
终结之冰法杖,715015
秘技之境扫把:寒冰粉],720000
残忍之弑扫把:改良魔法星弹],720001
神之怒击扫把:改良魔法星弹],720002
残忍之弑扫把:暴炎加热炉],720003
时光之源扫把:暴炎加热炉],720004
禁锢之限扫把:暴炎加热炉],720005
残忍之弑扫把:反重力装置],720006
神之怒击扫把:反重力装置],720007
加持的秘技之境扫把:寒冰粉],720008
加持的残忍之弑扫把:改良魔法星弹],720009
加持的神之怒击扫把:改良魔法星弹],720010
加持的残忍之弑扫把:暴炎加热炉],720011
加持的时光之源扫把:暴炎加热炉],720012
加持的禁锢之限扫把:暴炎加热炉],720013
加持的残忍之弑扫把:反重力装置],720014
加持的神之怒击扫把:反重力装置],720015
残忍之弑扫把:电鳗碰撞机],720016
神之怒击扫把:电鳗碰撞机],720017
残忍之弑扫把:冰霜钻孔车],720018
神之怒击扫把:冰霜钻孔车],720019
加持的残忍之弑扫把:电鳗碰撞机],720020
加持的神之怒击扫把:电鳗碰撞机],720021
加持的残忍之弑扫把:冰霜钻孔车],720022
加持的神之怒击扫把:冰霜钻孔车],720023
远古图书馆扫把,720024
777祈求者扫把,720025
闪耀的遗迹扫把,720026
冰之残影扫把,720027
精·加持的秘技之境扫把:寒冰粉],720028
精·加持的残忍之弑扫把:改良魔法星弹],720029
精·加持的神之怒击扫把:改良魔法星弹],720030
精·加持的残忍之弑扫把:暴炎加热炉],720031
精·加持的时光之源扫把:暴炎加热炉],720032
精·加持的禁锢之限扫把:暴炎加热炉],720033
精·加持的残忍之弑扫把:反重力装置],720034
精·加持的神之怒击扫把:反重力装置],720035
精·加持的残忍之弑扫把:电鳗碰撞机],720036
精·加持的神之怒击扫把:电鳗碰撞机],720037
精·加持的残忍之弑扫把:冰霜钻孔车],720038
精·加持的神之怒击扫把:冰霜钻孔车],720039
精·加持的秘技之境扫把:寒冰粉],720040
精·加持的残忍之弑扫把:改良魔法星弹],720041
精·加持的神之怒击扫把:改良魔法星弹],720042
精·加持的残忍之弑扫把:暴炎加热炉],720043
精·加持的时光之源扫把:暴炎加热炉],720044
精·加持的禁锢之限扫把:暴炎加热炉],720045
精·加持的残忍之弑扫把:反重力装置],720046
精·加持的神之怒击扫把:反重力装置],720047
精·加持的残忍之弑扫把:电鳗碰撞机],720048
精·加持的神之怒击扫把:电鳗碰撞机],720049
精·加持的残忍之弑扫把:冰霜钻孔车],720050
精·加持的神之怒击扫把:冰霜钻孔车],720051
精·远古图书馆扫把,720052
精·777祈求者扫把,720053
精·闪耀的遗迹扫把,720054
精·冰之残影扫把,720055
裂魂之异次元扫把-魔道学者,725000
绝界之主扫把,725001
先锋之痕扫把,725002
红炎日珥扫把,725003
神之怒击十字架:纯白之刃],740000
秘技之境十字架:纯白之刃],740001
强者之息十字架:天堂谐音],740002
残忍之弑十字架:圣光球],740003
神之怒击十字架:圣光球],740004
残忍之弑十字架:圣愈之风],740005
强者之息十字架:圣愈之风],740006
敏捷之灵十字架:圣愈之风],740007
加持的神之怒击十字架:纯白之刃],740008
加持的秘技之境十字架:纯白之刃],740009
加持的强者之息十字架:天堂谐音],740010
加持的残忍之弑十字架:圣光球],740011
加持的神之怒击十字架:圣光球],740012
加持的残忍之弑十字架:圣愈之风],740013
加持的强者之息十字架:圣愈之风],740014
加持的敏捷之灵十字架:圣愈之风],740015
神之怒击十字架:光之复仇],740016
时光之源十字架:荣誉祝福],740017
残忍之弑十字架:正义审判],740018
神之怒击十字架:正义审判],740019
加持的神之怒击十字架:光之复仇],740020
加持的时光之源十字架:荣誉祝福],740021
加持的残忍之弑十字架:正义审判],740022
加持的神之怒击十字架:正义审判],740023
寂静的祈祷者十字架,740024
神之恩赐十字架,740025
血之洗礼十字架,740026
神之怒击十字架:胜利之矛],740027
加持的神之怒击十字架:胜利之矛],740028
精·加持的神之怒击十字架:纯白之刃],740029
精·加持的秘技之境十字架:纯白之刃],740030
精·加持的强者之息十字架:天堂谐音],740031
精·加持的残忍之弑十字架:圣光球],740032
精·加持的神之怒击十字架:圣光球],740033
精·加持的残忍之弑十字架:圣愈之风],740034
精·加持的强者之息十字架:圣愈之风],740035
精·加持的敏捷之灵十字架:圣愈之风],740036
精·加持的神之怒击十字架:纯白之刃],740037
精·加持的秘技之境十字架:纯白之刃],740038
精·加持的强者之息十字架:天堂谐音],740039
精·加持的残忍之弑十字架:圣光球],740040
精·加持的神之怒击十字架:圣光球],740041
精·加持的残忍之弑十字架:圣愈之风],740042
精·加持的强者之息十字架:圣愈之风],740043
精·加持的敏捷之灵十字架:圣愈之风],740044
精·加持的神之怒击十字架:光之复仇],740045
精·加持的时光之源十字架:荣誉祝福],740046
精·加持的残忍之弑十字架:正义审判],740047
精·加持的神之怒击十字架:正义审判],740048
精·加持的神之怒击十字架:光之复仇],740049
精·加持的时光之源十字架:荣誉祝福],740050
精·加持的残忍之弑十字架:正义审判],740051
精·加持的神之怒击十字架:正义审判],740052
精·寂静的祈祷者十字架,740053
精·神之恩赐十字架,740054
精·血之洗礼十字架,740055
精·加持的神之怒击十字架:胜利之矛],740056
精·加持的神之怒击十字架:胜利之矛],740057
圣域魔神十字架,740058
堕落之翼十字架,740059
黑暗审判者十字架,740060
精·加持的神之怒击十字架:恶魔之手],740061
精·加持的残忍之弑十字架:恶魔之手],740062
精·加持的神之怒击十字架:死亡切割],740063
精·加持的残忍之弑十字架:死亡切割],740064
精·加持的秘技之境十字架:死亡切割],740065
精·加持的神之怒击十字架:回旋之镰],740066
精·加持的残忍之弑十字架:回旋之镰],740067
精·加持的秘技之境十字架:回旋之镰],740068
精·加持的神之怒击十字架:恶魔之刺],740069
精·加持的残忍之弑十字架:恶魔之刺],740070
精·加持的神之怒击十字架:厄运之轮],740071
精·加持的残忍之弑十字架:厄运之轮],740072
精·加持的神之怒击十字架:黑暗审判],740073
精·加持的残忍之弑十字架:黑暗审判],740074
精·加持的秘技之境十字架:黑暗审判],740075
精·圣域魔神十字架,740076
精·堕落之翼十字架,740077
精·黑暗审判者十字架,740078
精·加持的神之怒击十字架:恶魔之手],740079
精·加持的残忍之弑十字架:恶魔之手],740080
精·加持的神之怒击十字架:死亡切割],740081
精·加持的残忍之弑十字架:死亡切割],740082
精·加持的秘技之境十字架:死亡切割],740083
精·加持的神之怒击十字架:回旋飞镰],740084
精·加持的残忍之弑十字架:回旋飞镰],740085
精·加持的秘技之境十字架:回旋飞镰],740086
精·加持的神之怒击十字架:复仇之刺],740087
精·加持的残忍之弑十字架:复仇之刺],740088
精·加持的神之怒击十字架:厄运之轮],740089
精·加持的残忍之弑十字架:厄运之轮],740090
精·加持的神之怒击十字架:黑暗权能],740091
精·加持的残忍之弑十字架:黑暗权能],740092
精·加持的秘技之境十字架:黑暗权能],740093
裂魂之异次元十字架-圣骑士,745000
寂静之誓十字架,745001
荣誉之呐喊十字架,745002
赤心之启示十字架,745003
裂魂之异次元十字架-复仇者,745004
亡者之庇佑十字架,745005
炼狱之恸十字架,745006
末日之殇十字架,745007
神之怒击念珠:破魔符],750000
残忍之弑念珠:白虎],750001
神之怒击念珠:白虎],750002
残忍之弑念珠:落雷符],750003
神之怒击念珠:落雷符],750004
禁锢之限念珠:落雷符],750005
加持的神之怒击念珠:破魔符],750006
加持的残忍之弑念珠:白虎],750007
加持的神之怒击念珠:白虎],750008
加持的残忍之弑念珠:落雷符],750009
加持的神之怒击念珠:落雷符],750010
加持的禁锢之限念珠:落雷符],750011
强者之息念珠:落雷符],750012
残忍之弑念珠:式神·殇],750013
神之怒击念珠:式神·殇],750014
加持的强者之息念珠:落雷符],750015
加持的残忍之弑念珠:式神·殇],750016
加持的神之怒击念珠:式神·殇],750017
残忍之弑念珠:正义审判],750018
神之怒击念珠:正义审判],750019
加持的残忍之弑念珠:正义审判],750020
加持的神之怒击念珠:正义审判],750021
血之洗礼念珠,750022
空间扭曲念珠,750023
大地支配者念珠,750024
残忍之弑念珠:忏悔之锤],750025
神之怒击念珠:胜利之矛],750026
加持的残忍之弑念珠:忏悔之锤],750027
加持的神之怒击念珠:胜利之矛],750028
神之怒击念珠:纯白之刃],750029
神之怒击念珠:光之复仇],750030
残忍之弑念珠:正义审判],750031
神之怒击念珠:正义审判],750032
加持的神之怒击念珠:纯白之刃],750033
加持的神之怒击念珠:光之复仇],750034
加持的残忍之弑念珠:正义审判],750035
加持的神之怒击念珠:正义审判],750036
秘技之境念珠:破魔符],750037
加持的秘技之境念珠:破魔符],750038
精·加持的神之怒击念珠:破魔符],750039
精·加持的残忍之弑念珠:白虎],750040
精·加持的神之怒击念珠:白虎],750041
精·加持的残忍之弑念珠:落雷符],750042
精·加持的神之怒击念珠:落雷符],750043
精·加持的禁锢之限念珠:落雷符],750044
精·加持的神之怒击念珠:破魔符],750045
精·加持的残忍之弑念珠:白虎],750046
精·加持的神之怒击念珠:白虎],750047
精·加持的残忍之弑念珠:落雷符],750048
精·加持的神之怒击念珠:落雷符],750049
精·加持的禁锢之限念珠:落雷符],750050
精·加持的强者之息念珠:落雷符],750051
精·加持的残忍之弑念珠:式神·殇],750052
精·加持的神之怒击念珠:式神·殇],750053
精·加持的强者之息念珠:落雷符],750054
精·加持的残忍之弑念珠:式神·殇],750055
精·加持的神之怒击念珠:式神·殇],750056
精·加持的残忍之弑念珠:正义审判],750057
精·加持的神之怒击念珠:正义审判],750058
精·加持的残忍之弑念珠:正义审判],750059
精·加持的神之怒击念珠:正义审判],750060
精·血之洗礼念珠,750061
精·空间扭曲念珠,750062
精·大地支配者念珠,750063
精·加持的残忍之弑念珠:忏悔之锤],750064
精·加持的神之怒击念珠:胜利之矛],750065
精·加持的残忍之弑念珠:忏悔之锤],750066
精·加持的神之怒击念珠:胜利之矛],750067
精·加持的神之怒击念珠:纯白之刃],750068
精·加持的神之怒击念珠:光之复仇],750069
精·加持的残忍之弑念珠:正义审判],750070
精·加持的神之怒击念珠:正义审判],750071
精·加持的神之怒击念珠:纯白之刃],750072
精·加持的神之怒击念珠:光之复仇],750073
精·加持的残忍之弑念珠:正义审判],750074
精·加持的神之怒击念珠:正义审判],750075
精·加持的秘技之境念珠:破魔符],750076
精·加持的秘技之境念珠:破魔符],750077
裂魂之异次元念珠-圣骑士,755000
寂静之誓念珠,755001
荣誉之呐喊念珠,755002
赤心之启示念珠,755003
裂魂之异次元念珠-驱魔师,755004
碎魂救赎者念珠,755005
追亡之真意念珠,755006
疾风之影图腾:俯冲],760000
神之怒击图腾:俯冲腹拳],760001
残忍之弑图腾:圣拳连击],760002
残忍之弑图腾:天谴飓风],760003
神之怒击图腾:天谴飓风],760004
残忍之弑图腾:极速飓风拳],760005
神之怒击图腾:极速飓风拳],760006
禁锢之限图腾:极速飓风拳],760007
加持的疾风之影图腾:俯冲],760008
加持的神之怒击图腾:俯冲腹拳],760009
加持的残忍之弑图腾:圣拳连击],760010
加持的残忍之弑图腾:天谴飓风],760011
加持的神之怒击图腾:天谴飓风],760012
加持的残忍之弑图腾:极速飓风拳],760013
加持的神之怒击图腾:极速飓风拳],760014
加持的禁锢之限图腾:极速飓风拳],760015
神之怒击图腾:圣拳连击],760016
时光之源图腾:天谴飓风],760017
残忍之弑图腾:神圣组合拳],760018
神之怒击图腾:神圣组合拳],760019
加持的神之怒击图腾:圣拳连击],760020
加持的时光之源图腾:天谴飓风],760021
加持的残忍之弑图腾:神圣组合拳],760022
加持的神之怒击图腾:神圣组合拳],760023
杀手之王图腾,760024
石拳杜兰的图腾,760025
野马哈格勒的图腾,760026
秘技之境图腾:极速飓风拳],760027
加持的秘技之境图腾:极速飓风拳],760028
精·加持的疾风之影图腾:俯冲],760029
精·加持的神之怒击图腾:俯冲腹拳],760030
精·加持的残忍之弑图腾:圣拳连击],760031
精·加持的残忍之弑图腾:天谴飓风],760032
精·加持的神之怒击图腾:天谴飓风],760033
精·加持的残忍之弑图腾:极速飓风拳],760034
精·加持的神之怒击图腾:极速飓风拳],760035
精·加持的禁锢之限图腾:极速飓风拳],760036
精·加持的疾风之影图腾:俯冲],760037
精·加持的神之怒击图腾:俯冲腹拳],760038
精·加持的残忍之弑图腾:圣拳连击],760039
精·加持的残忍之弑图腾:天谴飓风],760040
精·加持的神之怒击图腾:天谴飓风],760041
精·加持的残忍之弑图腾:极速飓风拳],760042
精·加持的神之怒击图腾:极速飓风拳],760043
精·加持的禁锢之限图腾:极速飓风拳],760044
精·加持的神之怒击图腾:圣拳连击],760045
精·加持的时光之源图腾:天谴飓风],760046
精·加持的残忍之弑图腾:神圣组合拳],760047
精·加持的神之怒击图腾:神圣组合拳],760048
精·加持的神之怒击图腾:圣拳连击],760049
精·加持的时光之源图腾:天谴飓风],760050
精·加持的残忍之弑图腾:神圣组合拳],760051
精·加持的神之怒击图腾:神圣组合拳],760052
精·杀手之王图腾,760053
精·石拳杜兰的图腾,760054
精·野马哈格勒的图腾,760055
精·加持的秘技之境图腾:极速飓风拳],760056
精·加持的秘技之境图腾:极速飓风拳],760057
裂魂之异次元图腾-蓝拳圣使,765000
伪装者的暗袭图腾,765001
无尽之炼狱图腾,765002
能量之源图腾,765003
残忍之弑战斧:星落打],770000
残忍之弑战斧:狂乱锤击],770001
神之怒击战斧:狂乱锤击],770002
秘技之境战斧:狂乱锤击],770003
残忍之弑战斧:疾空旋风破],770004
秘技之境战斧:疾空旋风破],770005
神之怒击战斧:疾空旋风破],770006
加持的残忍之弑战斧:星落打],770007
加持的残忍之弑战斧:狂乱锤击],770008
加持的神之怒击战斧:狂乱锤击],770009
加持的秘技之境战斧:狂乱锤击],770010
加持的残忍之弑战斧:疾空旋风破],770011
加持的秘技之境战斧:疾空旋风破],770012
加持的神之怒击战斧:疾空旋风破],770013
残忍之弑战斧:无双击],770014
神之怒击战斧:无双击],770015
